"ID","Dominio","Tarea de usuario","Objetivo del usuario","Implementación actual verificada","Archivos / componentes","Tests / QA / evidencia","Frecuencia esperada","Fuente de la frecuencia","Criticidad","Objeto / contexto del que depende","Precondiciones","Dónde vive hoy","Rutas alternativas actuales","Findings CRI-7 relacionados","Qué funciona bien y debe conservarse","Clasificación UX","Expanded: ruta funcional propuesta","Medium: ruta funcional propuesta","Compact: ruta funcional propuesta","Mouse / keyboard path","Touch path","Necesidad de precisión especial","¿Puede ser contextual a selección?","Visibilidad persistente o disclosure","Superficie apropiada","Disabled / loading / error","Feedback esperado","Focus / Escape / Cancel / Reset","Impacto en canvas-budget","Decisión para CRI-9","Patrón para CRI-10","Unknowns / preguntas abiertas"
"DOC-05","Model Doctor","Previsualizar y aplicar una reparación de topología","Arreglar nudos coincidentes y barras que se cruzan sin perder información.","`prepareTopologyRepair(project)` produce un preview EXHAUSTIVO: nudos fusionados (con qué se conserva del apoyo y de la rótula interna), barras divididas (con releases, muelles y offsets resultantes), cambios en nudos y barras, referencias afectadas (cargas nodales, de miembro, desplazamientos prescritos, efectos iniciales) con su `disposition`, pares coincidentes OMITIDOS y topología NO resuelta. Detecta si el modelo cambió bajo el preview (`sourceSnapshot`) y bloquea el aplicar.","src/features/model-doctor/topologyRepairPreview.ts; ModelDoctor.tsx:90-231, 318-344; src/commands/topologyRepairCommand.test.ts","src/features/model-doctor/topologyRepairPreview.test.ts; src/commands/topologyRepairCommand.test.ts; src/store/ProjectContext.modelDoctor.test.tsx","baja","inferencia","esencial","Hallazgo con `repair.available`.","Reparación no ambigua.","Vista sustitutiva dentro del drawer, con botón de volver.","Ninguna: es la única reparación automática del producto.","—","FAIL-CLOSED EJEMPLAR Y ALINEADO CON LA POLÍTICA: (a) no repara lo ambiguo y lo dice (`ambiguousRepair`); (b) enumera lo que OMITE y lo que NO resuelve; (c) invalida el preview si el modelo cambió debajo; (d) exige regenerar en vez de aplicar a ciegas. Esto es exactamente lo que NO debe copiarse de la reparación automática de SkyCiv.","6 Workflow temporal","Vista sustitutiva en el drawer.","Igual.","Igual, en drawer inferior.","Foco al botón de volver al entrar; Aplicar / Cancelar / Regenerar.","Scroll largo + botones de 44px.","No.","No.","workflow","workflow dentro de drawer","`stale` con `role=""alert""`; `error`; `applying` con etiqueta; `disabled` si stale o sin cambios.","Confirmación con foco dirigido (`appliedStatusRef`).","Retorno al botón que abrió el preview (`previewReturnId`).","Dentro del drawer.","Es el workflow temporal más completo del producto y vive dentro de un drawer. ¿Merece superficie propia?","Preview de reparación: lista larga de cambios legible sin agotar.","Frecuencia real de reparaciones aplicables."
"DOC-06","Model Doctor","Reconocer (acknowledge) un hallazgo","Marcar como revisado lo que no se va a cambiar.","Conjunto de IDs reconocidos, elevado a `WorkspaceShell` para sobrevivir al cierre del drawer. Se DEPURA solo cuando un hallazgo deja de existir, y se vacía al cambiar de proyecto.","src/features/model-doctor/ModelDoctor.tsx:263-272, 303-309, 459-463; src/features/workspace/WorkspaceShell.tsx:32, 109-113","src/features/model-doctor/ModelDoctor.test.tsx","baja","inferencia","contextual","Hallazgo con `canAcknowledge`.","Hallazgo presente.","Botón de la tarjeta.","Ninguna.","—","NO SE PERSISTE ENTRE PROYECTOS NI SOBREVIVE A QUE EL HALLAZGO DESAPAREZCA. Un «reconocido» caducado sería peor que ninguno.","2 Contextual a proyecto","Botón.","Igual.","Igual.","Enter.","Tap.","No.","No.","contextual","drawer","Estado reconocido con marca visual.","La tarjeta se marca.","—","Dentro del drawer.","El reconocimiento se pierde al recargar la app. ¿Debe persistir? Es una decisión de producto, no un defecto.","Estado «reconocido» sin sugerir «resuelto».","Si el usuario espera que persista."
"DOC-07","Model Doctor","Saltar del hallazgo a la herramienta que lo arregla","Pasar del diagnóstico a la corrección manual.","`finding.suggestedTool` → `setActiveTool` + cerrar el drawer.","src/features/model-doctor/ModelDoctor.tsx:454-457","src/features/model-doctor/ModelDoctor.test.tsx","baja","inferencia","contextual","Hallazgo con herramienta sugerida.","`finding.suggestedTool` presente.","Botón de la tarjeta.","Elegir la herramienta a mano en el rail.","—","El hallazgo SABE qué herramienta lo resuelve. Es contextualidad de dominio, no de interfaz.","6 Workflow temporal","Botón.","Igual.","Igual.","Enter.","Tap.","No.","No.","contextual","cross-surface","Sólo aparece si hay herramienta sugerida.","Drawer cerrado + herramienta activa + badge de modo.","Retorno al lanzador.","—","Elige la herramienta pero NO la selección: el usuario queda con la herramienta correcta y sin el objeto. Comparar con DOC-04, que sí selecciona.","—","Si combinar localizar + herramienta en un solo gesto sería mejor."
"PER-01","Persistencia","Guardar automáticamente el trabajo","No perder nada sin tener que acordarse de guardar.","Doble almacén: el proyecto vivo en `localStorage` (leído síncronamente al arrancar) y el repositorio `IndexedDbProjectRepository` con revisión, checksum y recuperaciones. `projectChecksum` es criptográfico sobre el proyecto normalizado.","src/store/ProjectContext.tsx:38, 57-77; src/storage/projectRepository.ts:56-73, 149-268","src/storage/projectRepository.test.ts; src/store/ProjectContext.test.tsx","alta","evidencia","esencial","Cambio en el modelo.","Ninguna.","Invisible; su estado se ve en el chip del TopBar (SHL-21).","Exportación manual a JSON (SHL-22).","—","LOCAL-FIRST REAL: sin red, sin cuenta y sin pérdida. Y la persistencia NUNCA interrumpe el editor: los fallos de `localStorage` se capturan y se muestran como estado, no como excepción.","1 Global persistente","Invisible.","Invisible.","Invisible.","No accionable.","No accionable.","No.","No.","invisible (estado visible)","—","Los siete de SHL-21.","Chip del TopBar.","—","—","Dos almacenes con papeles distintos y sin contrato explícito de cuál manda. Es la ambigüedad de persistencia más importante que queda.","—","Qué ocurre si localStorage y IndexedDB divergen."
"PER-02","Persistencia","Trabajar sin conexión","Seguir modelando en obra o en clase sin red.","PWA con service worker y aviso de actualización. El estado `offline` se deriva de eventos `online`/`offline` del navegador y se muestra explícitamente.","src/platform/pwaLifecycle.ts; src/features/topbar/TopBar.tsx:107-115, 212-213","src/platform/pwaLifecycle.test.ts","media","inferencia","esencial","Conectividad.","Ninguna.","Estado en el TopBar.","Ninguna.","—","NADA DEL PRODUCTO REQUIERE RED: solver, persistencia, exportación y análisis son locales. Estar offline no degrada ninguna función.","1 Global persistente","Chip.","Chip.","Icono + detalle en «Más».","Informativo.","Informativo.","No.","No.","persistente","canvas chrome","`offline` diferenciado de los errores de almacenamiento.","`aria-live`.","—","—","Offline no bloquea nada, pero se muestra con el mismo tono de aviso que los errores reales. ¿Es un problema o un estado normal?","Tono de «offline»: informativo, no de error.","—"
"PER-03","Persistencia","Resolver un conflicto de revisión","No perder ninguna de las dos versiones.","`RepositoryConflictError` se lanza DESPUÉS de haber creado la recuperación en la misma transacción. La recuperación guarda el proyecto completo y su checksum.","src/storage/projectRepository.ts:45-55, 195-208","src/storage/projectRepository.test.ts","baja","evidencia","esencial","Dos escrituras sobre revisiones distintas.","Conflicto detectado.","Estado `conflict` en el TopBar; la resolución está en el Project Hub (ENT-09), en otra pantalla.","Ninguna dentro de la mesa.","—","LA RECUPERACIÓN SE ESCRIBE ANTES DE FALLAR, en la misma transacción. Es fail-closed correcto: primero se salva, luego se avisa.","2 Contextual a proyecto + 6 Workflow temporal","Aviso sin acción.","Igual.","Igual.","No accionable desde la mesa.","Igual.","No.","No.","persistente (aviso)","canvas chrome","`conflict` con mensaje propio (`storageMessage`).","Chip + descripción en «Más».","—","—","HUECO DE ACCESO nº 1 EN GRAVEDAD: el producto detecta el conflicto, salva ambas versiones y luego deja al usuario sin ruta para resolverlo sin salir de la mesa.","Estado de conflicto con acción, no sólo con aviso.","Frecuencia real de conflictos."
"PER-04","Persistencia","Migrar un proyecto de una versión anterior","Abrir trabajo antiguo sin corromperlo.","`normalizeProject` + `migrateLegacyProject` con cuatro resultados (`no-source`, `migrated`, `already-migrated`, `conflict`). Una migración genera recuperación con `reason: ""migration""`.","src/data/migrate.ts (543 líneas); src/storage/projectRepository.ts:275-290","src/storage/projectRepository.test.ts; src/engine/projectSignature.test.ts","baja","evidencia","esencial","Proyecto de esquema antiguo.","Fuente heredada presente.","Invisible, automático.","Ninguna.","—","La migración deja rastro recuperable ANTES de reescribir. Y `already-migrated` se distingue de `migrated`: no se migra dos veces.","1 Global persistente","Invisible.","Invisible.","Invisible.","No accionable.","No accionable.","No.","No.","invisible","—","Cuatro resultados; el de `conflict` devuelve el registro existente.","UNKNOWN: no se verificó si la migración se comunica al usuario.","—","—","Una migración silenciosa es cómoda hasta que algo cambia de sentido. ¿Debe anunciarse?","—","Si el usuario se entera de que su proyecto fue migrado."
"STA-01","Estados","Entender un estado vacío","Saber qué hacer cuando no hay nada que ver.","Results tiene `EmptyResults` que NO dice «sin datos»: dice cuál es el SIGUIENTE PASO, derivado de `deriveClassroomProgress` (construir geometría, definir apoyos, definir cargas, analizar), con su botón. Model Doctor tiene `allClear`. Datasheet tiene vacío filtrado.","src/features/results/ResultsPanel.tsx:51-56, 545, 561+; src/education/classroomProgress.ts; src/features/model-doctor/ModelDoctor.tsx:382-387","src/features/results/ResultsPanel.test.tsx; src/features/model-doctor/ModelDoctor.test.tsx","alta","evidencia","esencial","Ausencia de contenido.","Ninguna.","Dentro de cada superficie.","Ninguna.","—","EL VACÍO DE RESULTS ES UN ESTADO CON INSTRUCCIÓN, no un hueco. Deriva el siguiente paso del estado real del modelo y ofrece la acción. Es el mejor estado vacío del producto.","Transversal","Tarjeta con acción.","Igual.","Igual.","Botón alcanzable.","Tap.","No.","No.","contextual","panel / drawer","Es el estado.","Instrucción + acción.","—","Ocupa el panel completo.","El panel de Results reserva 22-25% del viewport PARA MOSTRAR UN ESTADO VACÍO cuando no se ha analizado. El estado es bueno; el coste de mostrarlo permanentemente, no.","Estado vacío con siguiente paso: patrón unificable a todas las superficies.","—"
"STA-02","Estados","Entender un estado de carga","Saber que la app está trabajando.","`Spinner` del design system, `aria-busy`, `role=""status""`, `StatusStrip` con tono `loading`, `loadingLabel` en botones y `Suspense` con fallback anunciado en Model Doctor.","src/design-system/components/editor.tsx:76-104; src/design-system/components/feedback.tsx; src/features/workspace/WorkspaceShell.tsx:280","src/design-system/components/feedback.test.tsx; editor.test.tsx","alta","evidencia","esencial","Operación asíncrona.","Ninguna.","En cada superficie que carga.","Ninguna.","—","`StatusStrip` ya define SEIS tonos (`ready, loading, success, stale, warning, error`) con `role` y `aria-live` correctos por tono. El vocabulario de estados existe en el design system.","Transversal","Spinner / strip.","Igual.","Igual.","No accionable.","Igual.","No.","No.","transitorio","todas","Es el estado.","`aria-busy`.","No roba el foco.","—","El `StatusStrip` con seis tonos existe y NO lo consumen todas las superficies. Es el mismo problema que F-04: patrón hecho, no conectado.","Un solo vocabulario de estado consumido por todas las superficies.","Cuántas superficies consumen `StatusStrip` realmente."
"STA-03","Estados","Entender un análisis obsoleto (stale)","No leer resultados que ya no corresponden al modelo.","`invalidateAnalysis` se dispara al cambiar el modelo o los ajustes de análisis; `analysisSignature` compara la firma del proyecto con la del análisis. `StatusStrip` tiene tono `stale`.","src/store/ProjectContext.tsx:113-126, 134-139; src/engine/projectSignature.ts; src/features/results/ResultsPanel.tsx:7","src/engine/projectSignature.test.ts; src/store/ProjectContext.analysisFailure.test.tsx","alta","evidencia","esencial","Modelo cambiado tras analizar.","Análisis previo.","Chip del TopBar + estado de Results.","Ninguna.","—","LA FIRMA DEL PROYECTO ES LA FUENTE, no una bandera manual. No hay forma de que un resultado obsoleto se presente como vigente.","Transversal / 2 Contextual a análisis","Chip + estado.","Igual.","Chip.","No accionable directamente.","Igual.","No.","No.","persistente","canvas chrome + panel","Es el estado.","`aria-live`.","—","—","Con el análisis obsoleto, el overlay de resultados del lienzo sigue dibujado. No se verificó si se atenúa o se retira.","Marcado de «obsoleto» sobre datos y sobre overlays.","Comportamiento del overlay del lienzo en estado stale."
"STA-04","Estados","Entender un análisis fallido","Saber que no hay resultado y qué hacer.","`analysisFailure.ts` clasifica el fallo; `FailedResults` ofrece un enlace DIRECTO a Model Doctor. `ProjectContext` fija `resultTab = ""issues""` al fallar.","src/engine/analysisFailure.ts; src/features/results/ResultsPanel.tsx:546; src/store/ProjectContext.tsx:239, 518","src/store/ProjectContext.analysisFailure.test.tsx; src/engine/validation.test.ts","media","evidencia","esencial","Análisis fallido.","`analysis && !analysis.success`.","Cuerpo de Results + chip del TopBar.","Model Doctor.","—","EL FALLO OFRECE LA SIGUIENTE ACCIÓN (abrir Model Doctor), no sólo el diagnóstico. Cerrar el bucle error→herramienta es lo correcto.","Transversal / 2 Contextual a análisis","Tarjeta + chip.","Igual.","Igual.","Botón alcanzable.","Tap.","No.","No.","contextual","panel","Es el estado.","Tarjeta con acción.","—","Ocupa el panel.","INCOHERENCIA MENOR VERIFICADA: `resultTab` puede valer `""issues""`, pero la lista de pestañas de `ResultsPanel` no incluye esa pestaña, así que `activeTab` cae silenciosamente a `summary` (`ResultsPanel.tsx:179`). Funcionalmente no se pierde nada (el cuerpo muestra el fallo igualmente), pero `aria-selected` queda en una pestaña que no es el estado real.","Estado de fallo: qué falló y qué hacer, con la misma estructura de tres textos de Model Doctor.","Si `issues` fue una pestaña que se retiró sin limpiar el tipo."
"STA-05","Estados","Entender un control deshabilitado","Saber por qué no se puede hacer algo.","Desigual. BIEN: el Datasheet anuncia por `aria-live` POR QUÉ una columna no es editable; Model Doctor dice «localización no disponible»; el índice elástico nombra su bloqueo. MAL: undo/redo sólo se atenúan; las pestañas de Results en la paleta se deshabilitan sin decir que falta analizar; la herramienta `cut` se puede activar sin análisis y simplemente no hace nada.","src/features/datasheet/DatasheetPanel.tsx:233-236; src/features/model-doctor/ModelDoctor.tsx:453; src/features/results/elasticDemand.ts:296-322; src/features/workspace/CommandPalette.tsx:226","src/features/datasheet/DatasheetAccessibility.test.tsx; src/features/results/elasticDemand.test.ts","alta","evidencia","esencial","Precondición incumplida.","Ninguna.","Disperso por superficie.","Ninguna.","—","Los tres casos que SÍ explican son el modelo a seguir, y ya existen en el producto.","Transversal","Variable.","Variable.","Variable.","Cuando se explica, por `aria-live`.","Cuando se explica por `title` (RES-06), NO llega al táctil.","No.","A menudo la precondición ES la selección.","contextual","todas","Es el estado.","Inconsistente entre superficies.","—","—","Regla pendiente: todo control deshabilitado debe poder decir por qué, y por una ruta que exista en táctil (no `title`).","Patrón único de «no disponible porque…».","Recuento exacto de controles deshabilitados sin explicación."
"STA-06","Estados","Trabajar con movimiento reducido / alto contraste","Usar la app sin animación o con ajustes del sistema.","`prefers-reduced-motion` honrado GLOBALMENTE (colapsa a 0.001ms) y además por componente (`useReducedMotion` en TopBar y Welcome). También hay `prefers-reduced-transparency` y `forced-colors: active`.","src/styles.css; src/features/topbar/TopBar.tsx:83-91; src/features/welcome/WelcomeScreen.tsx","CRI-7 §5.","baja","evidencia","esencial","Preferencia del sistema.","Ninguna.","Automático.","Ninguna.","§5 y §6 (fortaleza nº 5).","TRES preferencias del sistema honradas, dos de ellas poco frecuentes. Y los tiempos de motion coinciden exactamente con el Brandbook §12 (70/140/220/360).","Transversal","Automático.","Automático.","Automático.","No accionable.","Igual.","No.","No.","invisible","todas","Es el estado.","Sin animación.","—","—","Cualquier animación nueva debe respetar el mismo contrato.","Motion bajo Brandbook §12, ya alineado.","Contraste medido por píxel (CRI-7 lo declara pendiente)."
"AUL-01","Aula","Seguir el recorrido guiado de un ejercicio","Saber en qué paso del método se está.","`ClassroomGuide` con CINCO pasos (`build, define, analyze, compare, conclude`) derivados del estado real del proyecto (`deriveClassroomJourney`), barra de progreso, estado por paso (`current`, `attention`, `complete`, `pending`) y acción ejecutable por paso (elegir herramienta, analizar, comparar). Se monta sobre el lienzo sólo en modo Aula.","src/features/classroom/ClassroomGuide.tsx:20-78; src/education/classroomJourney.ts; src/features/workspace/WorkspaceShell.tsx:264","src/features/classroom/ClassroomGuide.test.tsx; CRI-7 flujo 09b","media (en Aula)","inferencia","contextual","`calculationMode === ""classroom""`.","Modo Aula.","Banda sobre el lienzo, encima del canvas.","Results › pestaña «Entender» (RES-08) cubre la parte explicativa.","§7 (tipografías de 9-10px en marcador, títulos y descripciones; radios de 9px, fuera de escala; `is-compact` pasa los pasos a una columna y revela las descripciones).","EL PROGRESO SE DERIVA DEL MODELO REAL, no de un checklist que el usuario marca. Y `is-compact` ya demuestra que la banda sabe recomponerse. El color de Aula (`--sc-color-aula` = rosa) cumple el Brandbook §01 y nunca comparte tono con el violeta de deformada.","6 Workflow temporal + 2 Contextual a proyecto","Banda de 6 columnas sobre el lienzo.","Igual — y aquí es donde más lienzo cuesta.","`is-compact`: sólo el paso actual, con su descripción.","Botón de acción por paso.","Tap; el botón respeta 44px de alto.","No.","No.","persistente en modo Aula","overlay sobre canvas","Cuatro estados por paso, anunciados por `sr-only`; `aria-current=""step""`.","`output aria-live` con el recuento completado/total.","—","Banda permanente ENCIMA del lienzo en modo Aula.","FUERA DE ALCANCE DISEÑAR AULA vNEXT. Sólo se registra: en modo Aula el lienzo pierde una banda adicional sobre un presupuesto que ya está invertido en Expanded.","Recorrido de pasos: tipografía y radios dentro de escala.","Nada relevante: CRI-8 no diseña Aula."
"AUL-02","Aula","Ver niveles pedagógicos del resultado","Leer la explicación al nivel adecuado.","`ClassroomPedagogyLevels` dentro de la pestaña «Entender» de Results.","src/features/classroom/ClassroomPedagogyLevels.tsx; src/features/results/ResultsPanel.tsx:23","src/features/results/ResultsPanel.test.tsx","baja","inferencia","contextual","Análisis correcto.","`analysis?.success`.","Results › Entender.","Anexo del PDF.","§7.","Comparte panel y análisis con el modo Completo: un solo motor, dos profundidades de lectura.","2 Contextual a análisis","Pestaña.","Igual.","Hoja.","Pestaña.","Tap.","No.","No.","contextual","panel","—","Texto.","—","Dentro del panel.","Fuera de alcance.","Tipografía de contenido explicativo largo.","—"
"AUL-03","Aula","Mantener la sesión de aula","Registrar el avance del ejercicio.","`ClassroomSessionProvider` con `markAnalysisRequested`, montado en `App.tsx` alrededor de la Welcome y del workspace, con `projectId` y disponibilidad de análisis.","src/store/ClassroomSessionContext.tsx; src/App.tsx:53-59; src/features/topbar/TopBar.tsx:249-254","src/store/ClassroomSessionContext.test.tsx","media (en Aula)","evidencia","contextual","Sesión.","Ninguna.","Invisible.","Ninguna.","§7.","La sesión NO duplica el análisis: sólo marca que se pidió. RESTRICCIÓN PROTEGIDA CUMPLIDA — Aula usa el mismo solver.","Transversal","Invisible.","Invisible.","Invisible.","No accionable.","No accionable.","No.","No.","invisible","—","—","—","—","—","Fuera de alcance.","—","Qué persiste de una sesión de aula entre recargas."
"S3D-01","Space 3D","Trabajar en el dominio espacial experimental","Modelar y analizar en 3D.","Dominio SEPARADO con su propio modelo (`src/space3d/model`), su store (`Space3DProjectContext`), su motor (`src/space3d/engine`), su vista Three.js (`threeViewport`), su rail (`Space3DToolRail`), su navegador de modelo (`Space3DModelNav`), su editor de entidades y su panel de resultados. Marcado «Experimental» en la propia interfaz.","src/features/space3d/Space3DWorkspace.tsx (795 líneas); src/space3d/ (5 subdominios); src/features/space3d/space3d.css","src/features/space3d/Space3DWorkspace.test.tsx; scripts/check-space3d-capacity.mjs; validation/space3d/","baja","inferencia","secundaria","Pantalla Space3D.","Ninguna.","Pantalla completa propia, con dos orígenes (Inicio o mesa).","Ninguna.","§8 (tratado aparte: 20 controles bajo 44px y 11 bajo 36px en 1440×900; `space3d-linkish` a 26×36; `space3d-rail-button` a 24×44; texto a 10px; breakpoints propios 599/959/1440; resolución de tema duplicada).","ESTÁ MARCADO COMO EXPERIMENTAL EN LA INTERFAZ y su coste (649 kB) sólo lo paga quien lo abre. La separación es honesta.","9 Fullscreen (dominio separado)","Pantalla propia.","Igual.","Igual.","Rail propio.","Controles bajo el mínimo táctil (CRI-7 §8).","Sí, y peor resuelta que en 2D.","Tiene `Space3DModelNav` con foco por tipo de entidad.","persistente dentro de su pantalla","fullscreen","Aviso experimental (`role=""note""`).","Propio.","No verificado el retorno a 2D.","Independiente del 2D.","RESTRICCIÓN PROTEGIDA: mantener 2D y Space3D separados y NO exigir paridad. Lo que sí debe decidirse es si Space3D hereda el sistema de interacción de CRI-9 o queda congelado hasta salir de experimental.","Space3D queda fuera del sistema visual de CRI-10 salvo el marcado de «experimental» y los tokens compartidos.","Qué se conserva al ir y volver entre 2D y Space3D. NO SE INVENTA información espacial: el mapa no afirma paridad alguna."
"S3D-02","Space 3D","Navegar el modelo espacial por lista","Alcanzar entidades sin depender de la puntería 3D.","`Space3DModelNav` con foco por tipo (`Space3DModelFocus`), sincronizado con la selección espacial.","src/features/space3d/Space3DModelNav.tsx; Space3DWorkspace.tsx:207, 255-291, 583","src/features/space3d/Space3DWorkspace.test.tsx","baja","inferencia","contextual","Modelo espacial.","Ninguna.","Panel dentro de la pantalla Space3D.","Selección directa en la vista 3D.","§8 (`space3d-linkish` a 26×36 son justamente estos enlaces N1/N2/M1…).","Es la ruta NO ESPACIAL a un objeto espacial: el mismo principio que la paleta por ID en 2D.","9 Fullscreen (dominio separado)","Panel.","Igual.","Igual.","Tab por enlaces de 26×36.","Objetivos por debajo del mínimo.","ES la respuesta a la precisión en 3D, y sus objetivos son demasiado pequeños.","Sincroniza con la selección espacial.","persistente","panel","—","Selección espacial.","—","Dentro de su pantalla.","Confirma que «lista de objetos como ruta de precisión» es un patrón que el producto ya usó dos veces (paleta 2D, ModelNav 3D) sin declararlo.","Fuera de alcance salvo tokens.","Alcance real del navegador (¿todas las entidades?)."
